text,label
"This review is in no way meant to be racial. Its just something that annoys me and I'm sure many others.\n\nMy wife is philipino and comes here for her hair cut because no one else can so she says. When you get here you do not hear one word of English and they cannot speak English. I find that to be rude because they could be saying bad things and its just rude in general.\n\nThe place itself is fair priced and they do their job. But , if you are not Vietnamese and can't speak the language and get annoyed about hearing it over and over. Do not come here. \n\nWhen I come with my wife I bring Bose qc15 noise canceling headphones, because I might get violent. That's how annoying it is.",1
"Hood RICH for $99 bucks.  HOOD RICH.  \n\nFirst mistake-assuming the hotel  would genuinely honor and reserve 2 beds. WRONG.  1 kid and thank heavens for the sofa bed. \n\nSecond mistake-looking at pictures and thinking it was a Vegas hotel.  It's not a Vegas hotel. There is no casino, no nightlife. It's 2-3 blocks from the strip and it's like any comfort suite with a kitchen.\n\n\nWith that being said...why am I giving it 3 stars?  \n++It was $99 dollars a night...split that among a group of 4....and it's SAVINGS.\n \n++It had a spacious kitchen with plates, glasses, and utensils.\nAppliances included in the room: microwave and refrigerator.  The kitchen counter was a great place to apply makeup! \n\n++The bathroom was spacious, and did I mention the huge whirpool tub?  Too bad I forgot my epson salt!\n\n\n++While it's off the strip, there is a gas station and 7-11 within walking distance. YES-SKETCHY...but if you have the  munchies for a morning burrito, Cheetos, and chasers to go with your GG like a slurpee...it's like GOLD.  \n\nUnder the circumstances, the staff was pretty friendly, and at one point even provided a ride to another hotel.  For what it's worth...I would stay here with 4 people.  It''s BUDGET FRIENDLY and a 10 dollar cab ride from airport. Who spends more than 4 hours a night in a hotel room anyway?\n\nThey must be doing something right. We were on the 17th floor and the hotel was at capacity.",2
"The food is hand crafted and all good but in the end I left underwhelmed.\n\nThe appetizers are small so two people might try two. (think piece of toast size)\n\nWe tried the fennel orange salad with shrimp ($13)  and the cheese plate ($6) . The cheese plate was a high quality peppered eating cheese with what I think was Italian Imported Cherries and Marcona Almonds, bread was not included with the cheese plate so we ordered bread ($2) . The shrimp were well prepared and flavorful however the fennel salad was fresh but very bland and lacked the taste of fennel but did present  well with the use of blood oranges. \n\nThree tiny fried sage leaves adorned the 9 small butternut squash raviolis and they were in a browned butter ($14) . The raviolis were seasoned nice and prepared al dente . Potato gnocchi were very light and garnished with a small amount of the famous mozzarella ($15) Two regular size meatballs were added ($6) ((ouch!)) The meatballs were good but ..........\n\nI can't say anything was wrong with the food it was all good but left feeling like something was missing.\n\nCommunity tables are by the wall. One couple was at one and then another couple with two toddlers joined them.",2
FYI Southwest Airlines won't let you print out your borading pass on your return flight until you arrive at the departing airport. Absolutely makes no sense....Will be using another airline for my travels.,0
Quick shitty pizza found in malls and airports.. though big slices and decent prices.,1
"Sushi samba is a great place to have an afternoon drink amidst hang overs from Friday and Saturday night in vegas.  I came here on a Sunday afternoon and ordered the speciality cocktail - samba juice - and the El Topo roll as a snack!\n\nThe el tapo roll is the perfect mix between brazilian and Japanese cuisine, and it tasted great with my fruity drink!  It was a bit crunchy with cheese sprinkled on top, definitely something you will not find at a traditional pure Japanese resturant.  \n\nI would come here again for a full meal - but of course, like any other Las Vegas restaurant, the price is a bit over the top.  But what else can you expect from an Asian Fusion restaurant?",3
"Perfect, vegan/vegetarian prayers answered. I have been here 3 times now and the food has been on point. Good prices and great portions, friendly customer service and they even remembered me. Their breakfast burrito with the tofu scramble is by far the best breakfast burrito I have ever had, place is very charming and makes you feel like you are at a friends house for breakfast. I'm picky and I can not think of one flaw to this place. Highly recommend!",4
"As a business traveler to find an eatery where you can walk in alone, feel comfortable, have great food and drink and excellent service in a casual pub like  atmosphere is rare.  This place has it all.  Wish we had one in NY.  Will come back again and again.",3
"I was unaware of the existence of Ross until I moved to Vegas. It was while shopping at Target that I noticed the store just down the way. I figured I would pop by and see what they had to offer. Boy, was I in for a surprise! I now visit Ross on a weekly basis, searching for good buys. \n\nThe store is iffy on cleanliness. I think it depends on the time of day you go. I've seen it in shambles with merchandise everywhere and I've seen it relatively clean and organized. The employees aren't enthusiastic by any means, but they will help if asked. \n\nThe main reason I shop here, though, is for the deals. They have tons of linens, clothes, shoes, and home decor for great prices. I dare say 90% of my home decor is from Ross. \n\nIt's hit or miss as far as finding what you're looking for. If you're just in to browse though, you'll more than likely walk out with something.",3
"I have had this on my radar ever since I heard they did the in house pulling noodles.  Unfortunately we have a late eating schedule and never quite made it in time.  I saw a friends post that they no longer do the show but still decided to give it a try.  \n\nWe were happily surprised to get there in time for food!  The service was awesome, the girls did not make us feel rushed even though we were cutting it close to closing time in fact a couple came in after us.  I had a few things in mind from reading prior reviews but asked the waitress for her favorites she obliged.  We had the Pork Wonton in Red Chili Oil on recommendation from other reviewers, great flavor but a bit oily.  Sliced Pork & Mushroom with Noodle  and good smooth almost creamy flavor (but no cream) the mushrooms were amazing I probably could have eaten a whole bowl of them with the noodles.  Lan Zhou Beef Noodle Soup the broth nice and flavorful with a bit of zip from the basil and chives.  All and all the flavors were good and the service was great, the price was great as well.\n\nSo no more noodle shows make me sad but I would rather pay for good noodles then a show any day.  These noodles were not to salty as others are and they were the perfect combination of firm but not too firm, noodle fans will understand.  My boyfriend is a rice and noodle snob so if they suck trust me I hear about it!  (however he still says my rice is still the best!  (Not bad for a white girl immersed in an Asian culture)  \n\nI will gladly go here then the strip for better noodles, great broth/sauce, great service and a lower price for these better options.  I hope they will revisit the noodle show option I would love to see it and I am sure many more people would schedule a visit accordingly if they set a time for one once a night or so.",3
"Awful dry cleaners.\n\nIf you use them, be sure to count every item going in and every item coming back out. Expect  to be occasionally missing items.\n\nYou will get items back with stains or smells that they did not have when going in, and if you question any of it, you'll get told it was your fault.\n\nAlso, if the ticket says \""ready by 5\"" and you show up at 5:30, don't expect your clothes to be there.\n\nStay away!",0
"I'm just back from my 1st trip to SBG and I have to say I'm impressed.  A word of warning tho, it's not really all that Mexican.  It's more South West which is fine with me.  There are plenty of good Mexican places but finding a good SW restuarant in Phx can be a challenge.  We started with the Green Chile Tamale appetizer which was topped with chunks of seasoned roast pork and fresh salsa.  For an entree' I had the Pan Seared Red Trout which was served on a bed of green beans with fresh spinach, and fire roasted tomatos & peppers.  The it was all covered with some magical sauce that makes it all come alive in your mouth.  My companion had the North Central Chicken which had a glaze that's very close to a molle' and served with mashed potatos and asparagras.  We topped it off with Butter Milk Pie which takes sweet to a whole new level.\nAll this and 2 drinks for less than $60 and excellent service.  Let me be clear, there's nothing here that really wows me, but it's a big step up from every Mexican/SW chain in town.  We'll be back!",3
"A nice, comfortable, though a bit dated hotel with great location for scenic boat rides, walking, biking, boat rides, dining. shopping, sporting events...!  \n\nDETAILS: \nOur standard room is simply furnished with 2 full beds, coffee maker, iron/board. There is no safe, nor cooler, however. The room is quite comfortable and has free wifi access. Our window has a partial view of the river. The bathroom is small, though adequate. Wish it had a shower stall instead of a bathrub. The place is a bit old and needs better upkeep. The hotel does have a  nice pool and a fitness room. It also provides free shuttle service to anywhere within 3miles! Oh, yes, FREE morning coffee in the lobby, also. \n\nOne can park on hotel's own lot or in the parking structure across the hotel, for $18/day (overnight, no in-and-out privilege) or $20/day with privilege. \n\nThe Station Square is a large complex of shops, eateries, full of interesting and education historical artifacts, working rails for freight trains; docking for boat rides, hiking/biking paths along the river. The scenery of the river, bridges, stadiums, and the mountains is truly spectacular! In the evening, around 9:30 pm (?), there is even a firework display by the 3-river stadium. By the way, the famed Gandy Dancer Restaurant is nearby, also, among several other fine eateries! \n\nOUR EXPERIENCE\nMy wife and I enjoyed our nice long walk along the shoreline, ventured out to the downtown area (on the other side of the bridge) and back.  To our surprise, by 7:30pm, most businesses in downtown were closed, including restaurant! We only saw one small bar open! However, not to worry, most restaurants and bars in the Station Square are open late into the night.\nWe stopped by Bar Louis and enjoyed our beers and bar food in its charming patio with a spectacular view of the river, bridges, boats, watching freight trains go by...and the beautiful firework!\n\nThis is a nice place for a romantic getaway, family vacation, or business trip. The room price is reasonable, especially if you can get it through price line, hotwire, etc.",3
"This is the Subway of \""Mexican\"" food. I emphasize the \""  \"" since this is a American interpretation. It is also pretty consistent at this branch with being fresh tasting, aside from one time we came right before closing and the meats were a bit dried out. One thing to improve on, like Connie R. said, is cleaning the tables. Sometimes we have to flag down someone to wipe it down. \n\nIt is seemingly healthy, and in some ways it is with naturally raised grilled meats and fresh prepared rice, beans, salsas, veggies, etc. It tastes fresh and simple so it gives the impression it is all good and fine. I thought that too and didn't really put much stock in it other than the taste. I thought it probably had a lot of calories simply because of the size, that can be two meals for a lot of people, but didn't think much of its nutrition other than that. I thought, this is a great alternative to the usual fast foods. \n\nHowever, I recently found out that this was owned by McDonalds (they were the ones that expanded the brand until 2006 when McD sold). They first to start the pre-prepped food that is high in sodium, preservatives and fat to equal +cheap food with higher profit margins trend. That got me to do a lot of digging...I dont ever trust that fucking clown. Though the meat is natural and salsas and guacamole is freshly prepared somehow McDonalds has managed to mess up the fresh ideal by putting a fuckton of sodium in the food. Why? I don't know, if food is fresh, why do you need it? I swear, somewhere out there I think McDonalds is secretly funding research on artificial transplant organs, owns part stake in Plavix, Jenny Craig, and Freestyle diabetic meters to maximize their profit in a product progression cycle. \n\nI like a Bol with Carnitas, rice, black beans, tomato, corn, a little green salsa, cheese, sour cream and lettuce. Big ass bowl doesnt sound too bad at 780 calories but apparently it also has Fat 32G (49% daily value), Saturated Fat 15G (75% ), Cholesterol 140mg (47%) , sodium 2310mg (96%), carbs 71g( 24%), dietary fiber 15g (60%), sugars 13g, protein 51g \n\nReal fresh food doesn't need it. That much sodium is enough to give someone hypertension even though they are eating Chipotle, which is supposed to be \""healthy\"". If I add guacamole and chips, which we sometimes do, I'm at 2940mg, 122% of daily intake. I have a fairly fragile health system so I have to watch out for things like these and I'm sure I'm not the only person who needs to know these things.  Everything else is fairly high, but that is a reflection in portion size. If you count that bowl as two proper servings then the calories,  the fat, proteins, fibers, etc. is very fair of a serving as per meal. Still, MSNBC Health placed the burritos on their list of the \""20 Worst Foods in America\"" because of their high caloric content and high sodium. \n\nHey, if I'm going to do fast foods on occasion it will probably be a \""better\"" choice like Chipotle that actually taste pretty good and is hormone free, but just saying- though it is fresh and natural, it is not as healthy as it is marketed and perceived by the public to be.",2
The hotel was very clean and great service! The housekeeping was extremely attentive. It wasnt even that expensive. Loved the goose down comforter. I did not want to get out of my bed during my vacation =) I will be staying at MGM again!! MOST DEFINITELY,3
"A couple close friends were in town and we decided to try this place out. We got sassy cow cheese curds to share and it was def one of the best I had. Very stringing, right amt if grease and loving that texture. I don't even need any dipping sauce to go with it. I had the lands and sea which consisted of a 5oz filet and 3 scallops with mash and daily vegetable. I thought the filet was on the salty side and the medium looked more like well done.. Little disappointed until I tried the scallops which was surprisingly phenomenal! Super well seasoned to bring out the taste. It's tough to cook scallops since they are pretty bland. The sides are alright..nothing spectacular. I also had a strawberry mojito which was pretty yummy. My highlight of the meal was definitely the curds and the scallops. \n\nSo why is this a 3 star? We were there on a Friday night and the band was playing.. Do they have live music every weekend? They might want to do a little better search next time when it comes to live music. The band that was playing was just terrible! Songs were out of tune and the lead singer was basically yelling his lungs out. Like a couple other ppl mentioned.. The service needs a little work. Our waiter basically asked whether we were done while my friend was still chowing down her food.. After we said that we are still working it, he followed to give us our check 5 minutes later. It was 9pm and after the dinner rush...so that was a downer.",2
"I give it three stars only because I have been such a fan of this place in the past. In fact, last time I was there I came back bragging to all of my friends that I had found the best steak in the world. This time, not so much... Or at least it wasn't $65 worth. \n\nFirst off, when we ordered drinks at the bar, the cocktail waitress really didn't know what they had for scotch or rum, then she took 30 minutes to bring us our drinks.  \n\nI already mentioned the steak, which was a big let down.  Then, I requested that the waiter ask the chef to grill my asparagus, the waiter said, \""no problem, we can cook it however you like.\""  But when he brought them out, they were not grilled so he went back for more... When he came back out he served them to me steamed al dente. He said that, \""apparently this was just too difficult for the chef.\""\n\nI don't mean to be picky but at these prices, I think that is my right. I like my pasta al dente and my asparagus char broiled.",2
We went in last night for a friends Birthday. We Drove up form California  because that's what He wanted. Well it was not what I expeated for a Gordon Ramsay restraint's. The services was great. They had our food there on time and it was hot and some what good. I order the  Blue burger and some type of garlic fries. the burger was ok but the Fries did not sit well with me and I got sick when I get home. Not a fun time at all.They were very greasy and if I'm right when I see him on TV he would of yelled at someone and then throw them back and say FIX IT!!! Well I throw them all right. UP!! not a fan at all.\n\nThen when we told the waiter it was our friends Birthday does he get a something. he then side it someone it going to pay for it under his breath. We just looked at him and left. We paid $430.00 for 13 of us and that is what he has to say. NOT cool!  I wish I got his name. \n\nI will give a big shout out to the people who brought our Food. They were great! :) Knew who order what and told us what we order. and they had a smile at all time.\nGreat team work there.,0
Love this place. I have been going  here for years and it is consistently great. Sit at the bar for best service.  Talk to Tyrone he is awesome.,3
I went here for lunch and enjoyed my meal.\n\nThe meatball sandwich had lots of tasty meatballs and a nice tomato sauce.  The sweet potato fries were very good as well.\n\nThis is a convenient place for lunch if you are in the Airpark.\n\nI'll have to give them a try for happy hour in the future.,2
"3.5 stars. We stopped in on a Sunday afternoon for a late lunch and we were seated right away. The menu has all the items you expect in a Japanese restaurant  - sushi, hibachi, teriyaki, etc.  The decor is nice and modern and the service is attentive. I ordered the 10 piece sashimi lunch and an eel and avocado roll.  My hubby got the vegetable teriyaki bento box. My plate had 9 pieces of sashimi and one piece of a decorative crab stick - kinda of bummer when the menu said 10 pieces of sashimi. Other than that - we enjoyed our lunch and we'll be back.",2
"I hate doing this, but after Pita Jungle being one of my favorite restaurants in the Valley for years, I think I'm giving up on them. \n\nLet me preface this review by saying that I've likely been to this Pita Jungle about 50 times over the course of three years or so.  At one point I was going once a week because it's near my office and has a great selection of vegetarian items. I love the lentil fatoush salad, the cilantro hummus, the soups....and that CAULIFLOWER! But the inconsistency as of late has brought me to this 3-star review today.\n\nToday we ordered take-out from the office at 12:40 using their online ordering system. The system told me it would be ready at 1:15 at the latest. I arrived at 1:15 to pick up my 2 items (one of which was tabouleh - come on!) and they weren't ready. I waited another 10 minutes and finally said something to the gal and she went to the kitchen to retrieve my order. No apology, nothing. Just, \""Here. Do you need any napkins or utensils?\"" \n\nI got back to the office and couldn't wait to tear into my tabouleh salad, which comes with hummus and pita. What I found was a giant container of hummus with a scoop of tabouleh on top. Really? I thought it was supposed to be the other way around? So I unwrap my COLD pitas (which are usually toasty and warm) and started dipping into my hummus salad. Now I feel gross, because I just basically ate a plate of hummus for lunch.\n\nThe food and service use to be so consistent, but recently the food is practically a 50/50 gamble. And the service even more so. The manager (I'm guessing since he was the only one in a dress shirt and pants) was behind the counter when I was paying and didn't even make eye contact with me let alone greet me. I've seen him there MANY times and I would have thought he'd recognize me by now.\n\nI feel like each time I go i get a different version of my favorite dishes. Lentil fatoush used to be my fave and the last five times I have told myself that the recipe I make it home is better. And it's not $10 when I make it at home. \n\nSorry PJ, but I think I'm breaking up with you. *sigh*",2
"Bayside Buffet is what America is all about - the bland, mediocre food, and lots of it.  This might be great if you have a tapeworm, but there isn't much on this buffet that is remotely edible.  Even worse, the confusing layout and slow moving lines will leave you annoyed and frustrated.  But the worst part about this restaurant is that there are no bathrooms inside.  You have to leave the restaurant and enter the casino to go into the bathroom.  I don't know why this is?  Perhaps they are afraid guests will go to the bathroom to purge in order to \""get their money's worth.\""  Regardless, in a restaurant where you spend more of your time wandering aimlessly and waiting in line to find out whether that hot plate is filled with crab legs or chicken fingers, you'd hope they'd at least have a convenient bathroom available.  Save your time and money and eat somewhere that brings the food to you.",0
A good place to stop by quickly. Coming here you need to know what to buy so you can be in and out of here. Location is terrible. \n\nI've come here numerous times and walk in and find the staff on their phone doing nothing. Last visit a young lady was on her phone at the register texting away and briefly acknowledged me without taking her eyes off her phone. Uhh..... Nice customer service skills. \n\nThere is a one guy that works here (can't remember his name) that always helps me and is very efficient. I was pretty indecisive about items located at the very top self which needed a ladder to get and he was nice enough to stay on that ladder as long as I needed him too. \n\nI hardly ever go to Big 5. This one is the closest to my home so I've come here the most but I have had better service at the other locations.,1
"I stumbled upon this place after eating elsewhere, but luckily had the 24 hour buffet pass and decided to feast again. After waiting in line with many people possibly over 350 pounds (I'll be there someday), I was told I needed to pay an additional $15 to enter!\n\nThe oysters on the half tasted disgusting. The only acceptable seafood was the crab legs and the mussels, which are cheap anyways.\n\nI was infuriated by the extra cost of this buffet considering the lack of overall quality of the seafood items. The waitress also told me that I looked about 16 and took my ID into the light to examine it. How rude.\n\nI heard full retail price is $50 which is completely ridiculous. I was so stuffed after this buffet I tried to vomit in their bathroom with no success. I had to take a taxi back to my hotel because I couldn't walk on two legs.",1
"By far the best hotel I've ever stayed at.  Upscale, very clean and classy  all around.  The rooms are huge and are very nicely decorated.  Both rooms we stayed at had  HUGE windows which provided amazing views.  The restrooms are probably as big as a bedroom and included a hot tub.  Bathrobes and slippers were provided. The buffet at \""THE BUFFET\"" was exceptional.  Club XS, one of Vegas' hottest nightclubs,  happens to be within the Wynn and club Tryst is right next door a few slot machines away at Encore.   Recovering from a night of partying the next day at the pool with drinks was the best. For the ladies, Fashion Mall is right across the street. I would definately spend another weekend here.  Totally worth shelling the extra $$$.  Wynn-ing!!!",4
"Relative to surrounding resort hotels, Excalibur is square in the middle. It's not decrepit, but there's nothing exceptional about it. \n\nThere's the usual array of slot machines, table games, and drink options. The presentation of everything everywhere, however, has the consistency of flat soda. Excalibur IS a hotel, is a casino, has an alright pool area, has some restaurants, but everything feels old, tired. Cheap.\n\nThe theme itself never makes sense. Paris has croissants and coffee. The Venetian has exceptional Italian dining, gelato, street mimes, and a gondola! So come on Excalibur, where are the giant roast turkey legs? Where are the fair maidens in bustiers? How about some ponies, or court jesters?  Excalibur has none of that, though it should. There's no wifi in the hotel rooms, which is about as authentic to the period theme as things get here.\n\nStill, 3-stars it deserves. Staff were very good to me at check-in, helping me situate my room and the rest of our party in relative proximity to one another. The gym is clean and overlooks the pool, so you can ogle while being ogled. The casino stays pretty active up until around 3am'ish even on weeknights. \n\nThis place is probably fine for families on a budget with low expectations. You will not be wow'ed here, though.",2
"Wow is all I can say! The buffet was very limited and seemed empty for most of the part. In addition, the food was luke warm/cold. The hot and sour soup I thought would be good but was watered down, and lacked flavor. The waitress was kind though and provided us drinks and cleared our table in a timely manner. Just wish the experience was better. I guess if you eat cheap food you get cheap quality food!",0
"Stunning!!!  \n\n7 course meal!  \nItalian Truffles!  \nSunchokes!\n\nFresh dessert cook in a small organic pumpkin.  Loved it!!!!   \n\nDidn't do any research and brought my 2 years old which was a bad idea, but the staff was cordial and accommodating.\n\nThank you.  I will be back, but I will leave my child at home this time.",4
"Not sure why the bad reviews here. I always make appointments for my oil changes and they are usually done within an hour. I walk over somewhere and have lunch, when I return it is done. One time they didn't get it done during the hour and the oil change was free!!! I have found that they are honest. And with a car shop, that means something. They don't sell me a new air filter EVERY time! I had the dealer tell me the battery was bad on my Toyota, so I took it by this Fletchers and they tested it. It was fine. The dealership used the wrong setting. The battery lasted another 18 months before I replaced it. I have never been sold something I didn't need at this Fletchers location and I have been going here for over 10 years now with 2 cars. And I could go on and on about how much money they have saved me from what the Dealer 'recommended' that didnt need to be done. I take it to Fletchers and ask them to check it out and 9 times out of 10, it is fine. \nI have had bad experiences at other Fletchers, but not this one. They have always treated me fairly and have been honest. The guys working the desk aren't always the most personable, but I have yet to feel like I am getting ripped off like so many other car places. Good work and honest...that is what I look for in a auto shop and this Fletchers provides that! The only reason I didnt give 5 stars is the fact that it takes a week to get an appointment because they are always busy...and what I mentioned about the front desk.",3
"I just started attending the Arizona International Buddhist Meditation Center after a friend recommended I come with him. Meetings are Wednesday nights at 7pm on Temple Street (the center may be difficult to find as it is located in a residential house). There is parking available in front the house as well as a church parking lot across the street. \n\nCushions are provided for your comfort and the meditation session lasts about 45 minutes. Shane will ring a bell and talk you through the first 5 to 10 minutes. Afterwards, silence commences and you try not to think of anything at all. Once the meditation session ends, Shane leads a short discussion session to allow for questions and for the resident monk to read a prayer aloud.\n\nI feel relaxed and at peace when I come here. Everyone is kind and welcoming, no judgement! If you are looking for a group environment and friendly community to meditate with, this is the perfect spot in Arizona!",3
"The only thing good here is the overpriced baked goods that they get from someplace else. The wanna-be pretentious staff are extremely rude (we stayed long enough to see 3 different rude employees) and it isn't even a TRUE coffee shop. A TRUE coffee shop has the following: good aura (its small, smells weird in the back, and doesn't have enough seats, the only table that is comfortable is reserved for huge groups), lets you sit and study once you buy a drink (all they care about is getting your money, they don't want you to sit and enjoy the environment, they just want you to buy coffee and leave, they are not welcoming to those costumers that stay), and friendly staff (nope). Go someplace better! Barriques, Michealangelos, and Fair Trade Coffee! Trust me! Don't be Fooled by Mother Fool's \""hipster\"" appeal. Tis nothing but sick, overpriced coffee and snobs in a smelly room. Word of advice Mother Fools: Make your employees shower, improve your atrocious coffee, and move out the the welcoming Willy Street environment where you do NOT fit in.",0
"We came in for breakfast as the sun was coming up from a hard night of karaoke and booze at Hot Shots. The service was very nice and the food was fresh. I wish they had a late night special, but my friend paid for breakfast so I can't really complain. I got the corned beef hash plate. canned corned beef, but when drunk it is SUBLIME! crispy hash browns and so on. Solid diner food at the right time of day. AAAAAAND you can smoke in the dining room!",3
"During my last trip to Montreal (October 2007), I stayed at this hotel located to downtown Montreal's cultural core.  Unlike other hotels in the area, the La Tour Centre Ville hotel is definitely a good value for your budget, however, it really is outdated when it comes to many modern day services found in hotels found elsewhere in the area. First of all, it's definitely a hike to Montreal's Village and nightclub area (Rue St. Catherine Est). Second, the hotel seems to have last been remodeled when Rene Levesque was Premier, which truly is sad seeing that Montreal is a first class tourist destination. The hotel has an eerie empty ambiance most of the time I was there, although hotel staff were very helpful and good. If distance to the area's hotspots, price, and decor is not a problem for you, then you found the right spot. Otherwise, I rather stay at the Hilton or the Gouverneur Hotel.",1
Ugh! No A/C in this place!!! Never again coming back but their spicy duck was delicious.,0
"Good food, clean, with a friendly helpful staff.  Price seems a little high for the caliber of food.  Would give it 3.5 stars.",2
"My therapist Geriann was amazing!  Perfect pressure where needed very professional and attentive to my needs. I felt like I was on a cloud of air when she was done with our session. I felt so relieved of stress and anxiety, I had no doubt I would want to return, and often!    Unfortunately my blissful experience was destroyed the second I entered the reception lobby to pay and reschedule. I was hounded relentlessly about the skincare products available for purchase and their benefits by one of the aestheticians that was also in the lobby. I thanked her several times and she just would not stop going on and on. My anxiety was rising and the massage efforts were fading. When I finally explained to her I was simply not interested she left the lobby allowing me to finally pay. The receptionists did not have change, although it was 11:00 in the afternoon so I had to wait for someone to go to the bank to get change. This took over 20 minutes running me so late into my day that I had to cancel another service at my regular salon. My spa day pretty much ended up in over marketing, stress, and rescheduling of other appointments in my day. Dont have any ENVY",1
"Dined at RL on Saturday night with the girls (wife, daughter, and M in Law).  Surprised to see how busy it was for a Saturday @ 6 but that's the crowd they draw.  Waited the quoted 20-25 and got seated and greetd by our \""Seafood Expert\"" Tim.  Ordered the Shrimp Trio and got what I expected. M in Law not too happy with her fried shrimp size, but matches the price I quess.  Very accomodating in getting the \""Seafood Hater' daughter a plate of linguini with butter.  Wifey had the Cedar Salmon grilled on a plank, very happy.  Drinks were cold, cheddar bisquits were abundant....overall good time.",3
"If there was such a thing as zero stars- this place would be it! \n\nA friend a I went for Restaurant week and the food was nothing to ever go back to. We had the crab \""cakes\"" which I am surprised they can even get away with calling it that- more like fried crab and mayonnaise balls. \n\nThen, we had both had a Chili and Coffee rubbed Scallops. They cut the scallops in half to make it look like more, dunked them in a oil bath and then poured coffee grinds and chili paste all over... mmm yummy!!! \n\nThe best part of the meal comes with the check: they neglected to tell us that after a month of being in business, they still have not connect their American Express machine. When we went to pay, the server said \""ohh we can't take that yet.\"" To which my friend and I argued that we should have been notified ahead of time, what if we have nothing else to pay with?? The conversation gets so ridiculous that the manager comes over and tells us it's not his fault and there is nothing he can do so I will have to pay for the entire meal with cash or another credit card. \""I told my servers to tell each table\"" he said. I'm pretty sure that's not a good enough explanation. \n\nI am sparing you tons of heated details... the bottom line is I give this place 5 months tops and it will be donzo!",0
"One of my favorite Thai restaurants.   The Tom Yum is really very authentic and I enjoy the gai gatiam pad thai or garlic chicken.    I have not been back since I turned vegetarian, but know I can get some excellent vegi dishes.   Service and take out is great.   Strongly recommend.",4
"My BF and I are looking for a sushi spot to eat cuz we are on this sushi kick and have been to 3 different places within a week.\n\nSo here we are, at Yama Sushi. We came here because of the reviews. Some are bad, but most are good to great. And what do I think? Well let me explain my rating process.\n\nPlace is definitely small. Chairs are brushed agains each other and people's backs. Elbow to elbow counter seating. 4 or some times 5 sushi chefs behind the sushi bar. I did liked the island beach back drop tho. 3 stars. \n\nService was good. Got our waters and orders fairly fast. Dirty dishes was taken right away. A lot of servers came and ask how we were doing and was able to order appetizers off of the AYCE menu quickly. So 5 stars for just services from our servers. But sushi chefs, I give 3 stars. No welcoming gestures, just heads down making sushi and when ordered they just gave a nod.\n\nOkay here's the real deal. If you are a foodie of sushi, like me, you will probably rate their food as 2 stars. Fish is definitely not extremelyfresh, and all the pieces where all pre-cut so that they could pump them out like a factory machine. We ordered the seafood salad. Seems like a they just put together all the pieces of sashimi fish that didn't make the cut, tossed with a pokie like sauce (no spicy, mild, or spicy) over cucumber and shredded Daikon. Not a fan of that. Order yellowtail and white tuna sushi. It was mushy. Rice is overly vinegary. It's seems like everything had a sour note to it. Soft shell crab was good, the breading was surprising crispy. So 2 stars for the food.\n\nSo, how do i feel? I didn't like that at all. It seems like they value quantity over quality. I don't know if I can even call those guys behind the sushi bar, chefs. They are just cooks that knows how to make those 20 or something rolls on the menu.\n\nAnd to be honest. I would pay almost double for food that can just blow my mind when it comes to sushi.",1
"There are two kinds of people in this world: Bread eaters and rice eaters.  I personally fall in the rice category and don't eat bread too often, but dear lord is there white chocolate bread GOOD.  I could seriously eat a whole loaf to myself- and nearly did in one day.  Don't leave Bon Breads without getting yourself a loaf!\n\nTip: This place is hard to find and is not visible from the street.  You should probably call if you get lost trying to look for this place.",3
"I've been coming here since my daughter was 6 months and I very much like this office.  Their clean, polite and have good customer service. The ONLY thing I do not like is that their not always on time with their appointments. Last Monday I came for my daughter's 11:15am appointment and I was not seen til 12:30p. Last ones to leave the ofc, I was so not pleased that day. \n\nOverall, I like this ofc they just need to speed up their waiting time.",3
"It's been a while since my visit here but i remember 3 things distinctly\n\n1.  The steak was kind of sub par for this type of restaurant\n2.   All the sides were good (and were served in All Clad cookware :P )\n3.  They charged us some kind of BS setup fee, I don't remember exactly what it was for... but i believe it amounted to us being charged ~100 bucks for them to put 2 tables together so our group can all sit together!",1
"So, I Had The Gyro I was Pretty good I had better & I had worst. The Pita Bread was soft they gave you a good amount of meat  the Tzatziki Sauce didn't have a lot of flavor kinda plan but once again I had worst. The atmosphere was nice only been open 3 days so It's still clean hope it stays that way. I will go back for sure",2
"Prices are good if you can find what you want. Some nights the place gets so emptied you wonder if the people ordering are sleeping. Also would recommend buying your produce elsewhere as you can often find rotten fruits and veggies mixed in with the \""good\"" stuff. But as I said the prices are lower then most anywhere in town.",2
Delicious large bagels and bialys that toast really well.  Great selection of sandwiches and homemade salads. Quick and very friendly service.,4
I just went to Fry's to purchase a TV stand. The service is horrible. I ended up purchasing one that the sales girl told me was very heavy as she pushed the cart up to me. She had one of her co-workers print a invoice so that the cashier would not have to take it from the cart cause of how heavy it was. I got no offers to help me get it into my car. I did see a young man carry a a bag out for someone while I was trying to get into my car I called out to him but he ignored me. Finally a nice young man offer to help me. I told him just put it back into the cart cause I was not going to give this company any of my money. Even the manager on duty did not even care when I returned it. They all need to go to customer service classes...,0
